timestamp,algorithm,kHops,p2pRequestRepublishTicks,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,runIndex,worldSeed,metric,min,max,avg,sum,count,spread
2026-06-17T16:37:04.236555993Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Client Travel Time [min],47.0,21540.0,3131.36,8.6932751E7,27762,21493.0
2026-06-17T16:37:04.236555993Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Calculation Time [millis],0.0,26.0,2.4,253881.0,105969,26.0
2026-06-17T16:37:04.236555993Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Custom Time [micros],0.0,0.0,0.0,0.0,105969,0.0
2026-06-17T16:37:04.236555993Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Simulation Time [millis],0.0,27.0,2.8,297042.0,105969,27.0
2026-06-17T16:41:53.483322160Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Taxi Travel Distance [km],76824.9,526408.8,243695.57,4.1062704113E8,1685,449583.9
2026-06-17T16:41:53.483322160Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Client Waiting Time [min],2.0,22632.0,1190.86,3.2137866E7,26987,22630.0
2026-06-17T16:41:53.483322160Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Client Travel Time [min],28.0,23158.0,3024.55,8.3967532E7,27762,23130.0
2026-06-17T16:41:53.483322160Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Calculation Time [millis],0.0,27.0,2.34,245476.0,104918,27.0
2026-06-17T16:41:53.483322160Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Custom Time [micros],0.0,0.0,0.0,0.0,104918,0.0
2026-06-17T16:41:53.483322160Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Simulation Time [millis],0.0,29.0,2.74,287933.0,104918,29.0
2026-06-17T16:46:55.184668279Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Taxi Travel Distance [km],30448.88,546503.89,240552.44,4.0533085493E8,1685,516055.01
2026-06-17T16:46:55.184668279Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Client Waiting Time [min],2.0,22303.0,1286.47,3.458797E7,26886,22301.0
2026-06-17T16:46:55.184668279Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Client Travel Time [min],67.0,22982.0,3127.45,8.6824376E7,27762,22915.0
2026-06-17T16:46:55.184668279Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Calculation Time [millis],0.0,26.0,2.43,257490.0,105967,26.0
2026-06-17T16:46:55.184668279Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Custom Time [micros],0.0,0.0,0.0,0.0,105967,0.0
2026-06-17T16:46:55.184668279Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Simulation Time [millis],0.0,27.0,2.83,300221.0,105967,27.0
2026-06-17T16:51:52.765220536Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Taxi Travel Distance [km],35928.64,525224.11,241993.34,4.0775878377E8,1685,489295.47
2026-06-17T16:51:52.765220536Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Client Waiting Time [min],3.0,21782.0,1298.42,3.4878212E7,26862,21779.0
2026-06-17T16:51:52.765220536Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Client Travel Time [min],16.0,22120.0,3154.25,8.7568352E7,27762,22104.0
2026-06-17T16:51:52.765220536Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Calculation Time [millis],0.0,27.0,2.4,253376.0,105593,27.0
2026-06-17T16:51:52.765220536Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Custom Time [micros],0.0,0.0,0.0,0.0,105593,0.0
2026-06-17T16:51:52.765220536Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,4,112351616,Simulation Time [millis],0.0,28.0,2.81,296740.0,105593,28.0
2026-06-17T16:51:55.064891327Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,1,112351613,Taxi Travel Distance [km],3726.61,93109.81,36979.41,1442197.07,39,89383.2
2026-06-17T16:51:55.064891327Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,1,112351613,Client Waiting Time [min],11.0,5199.0,1289.84,598486.0,464,5188.0
2026-06-17T16:51:55.064891327Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,1,112351613,Client Travel Time [min],64.0,5243.0,1686.43,1075944.0,638,5179.0
2026-06-17T16:51:55.064891327Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,1,112351613,Calculation Time [millis],0.0,4.0,0.02,1653.0,88638,4.0
2026-06-17T16:51:55.064891327Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,1,112351613,Custom Time [micros],0.0,0.0,0.0,0.0,88638,0.0
2026-06-17T16:51:55.064891327Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,1,112351613,Simulation Time [millis],0.0,4.0,0.02,2000.0,88638,4.0
2026-06-17T16:51:57.249190293Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,2,112351614,Taxi Travel Distance [km],2934.42,120021.5,39903.2,1556224.83,39,117087.08
2026-06-17T16:51:57.249190293Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,2,112351614,Client Waiting Time [min],15.0,6195.0,1234.33,609758.0,494,6180.0
2026-06-17T16:51:57.249190293Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,2,112351614,Client Travel Time [min],121.0,6336.0,1575.24,1005004.0,638,6215.0
2026-06-17T16:51:57.249190293Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,2,112351614,Calculation Time [millis],0.0,3.0,0.02,1647.0,89254,3.0
2026-06-17T16:51:57.249190293Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,SPATIAL_IMBALANCE,2,112351614,Custom Time [micros],0.0,0.0,0.0,0.0,89254,0.0
